product,rating,rating count,price,product url
NINE WEST Mens Dress Shoes Oxford Shoes Formal Lace Up Dress Shoes for Men Business Derby Shoes  ,4.3 out of 5 stars,95  ,30.99,https://amazon.com/NINE-WEST-Oxford-Formal-Business/dp/B09RQ8MK66/ref=sr_1_56?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-56
Amazon Essentials Women's Two Strap Heeled Sandal  ,4.3 out of 5 stars,"4,930  ",28.4,https://amazon.com/Amazon-Essentials-Womens-Nola-Heeled/dp/B08LPV5R15/ref=sr_1_57?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-57
Nike Men's Killshot 2 Leather Sneaker  ,4.6 out of 5 stars,867  ,110.0,https://amazon.com/Nike-Mens-Killshot-Leather-432997/dp/B08Y6485B5/ref=sr_1_58?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-58
Merrell Men's Jungle Moc  ,4.6 out of 5 stars,"5,459  ",54.95,https://amazon.com/Merrell-Mens-Jungle-Slip-Fudge/dp/B000BXU2OA/ref=sr_1_59?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-59
Madden Girl Women's Beella Heeled Sandal  ,4.1 out of 5 stars,"2,730  ",33.0,https://amazon.com/Madden-Girl-Womens-Beella-Sandal/dp/B01713WWNG/ref=sr_1_60?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-60
TSIODFO Mens Running Shoes Athletic Walking Sneakers  ,4.2 out of 5 stars,"2,293  ",39.9,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A044281728YPIFYVWP6FO&url=%2FSneakers-Fashion-Running-Athletic-Trainers%2Fdp%2FB091KM56FJ%2Fref%3Dsr_1_61_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-61-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
New Cute Shark Slippers for Women Men Anti-Slip Novelty Open Toe Slides Summer Lightweight Sole Sandals Casual Beach Shoes  ,4.5 out of 5 stars,11  ,17.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04801551ZP5FI32E717G&url=%2FSlides-Anti-Slip-Slippers-Sandals-numeric_9_point_5%2Fdp%2FB09ZV3KJJ4%2Fref%3Dsr_1_62_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-62-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
WYGRQBN Mens Tennis Gym Shoes Running Walking Outside Jogging Sports Lightweight Breathable Slip on Shoes Casual Fashion Sneakers  ,4.2 out of 5 stars,28  ,35.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A102174315XBY6W6GZC1R&url=%2FWYGRQBN-Running-Lightweight-Breathable-Sneakers%2Fdp%2FB0B7VYM8GL%2Fref%3Dsr_1_63_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-63-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
Sof Sole Insoles Men's AIRR Performance Full-Length Gel Shoe Insert  ,4.5 out of 5 stars,"3,907  ",34.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06774931MXHFY5PJFAYM&url=%2FSof-Sole-Performance-Full-Length-Insole%2Fdp%2FB08J7PNWH9%2Fref%3Dsr_1_64_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-64-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
adidas Originals Men's Smooth Runner Sneaker  ,4.5 out of 5 stars,"1,991  ",75.0,https://amazon.com/adidas-Originals-Multix-Sneaker-Black/dp/B08FR686PH/ref=sr_1_65?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-65
adidas Men's Tech Fall 2.0 Wrestling Shoe  ,4.6 out of 5 stars,471  ,93.37,https://amazon.com/adidas-Wrestling-Chalk-White-Black/dp/B07ZGVKNH7/ref=sr_1_66?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-66
Dr. Scholl's Men's Sync Oxford  ,4.4 out of 5 stars,"3,557  ",69.99,https://amazon.com/Dr-Scholls-Shoes-Mens-Oxford/dp/B07TXGGN6V/ref=sr_1_67?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-67
Dockers Mens Garfield Dress Cap Toe Oxford Shoe - Wide Widths Available  ,4.5 out of 5 stars,"1,128  ",49.95,https://amazon.com/Dockers-Mens-Garfield-Dress-Oxford/dp/B07B9H7G7Q/ref=sr_1_68?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-68
CLARKS Women's Sillian Bella Mary Jane Flat  ,4.3 out of 5 stars,"6,517  ",45.64,https://amazon.com/CLARKS-Womens-Sillian-Bella-Synthetic/dp/B0198W9Z1K/ref=sr_1_69?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-69
Dansko Women's Phylicia Waterproof Hiking Shoes - Trail & Walking Shoe  ,4.0 out of 5 stars,427  ,79.95,https://amazon.com/Dansko-Womens-Phylicia-Waterproof-Sneaker/dp/B083YS5GRP/ref=sr_1_70?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-70
PUMA Men's Fusion Evo Golf Shoe  ,4.6 out of 5 stars,762  ,59.98,https://amazon.com/PUMA-Mens-Fusion-Golf-White-Quarry/dp/B08R1QMLC2/ref=sr_1_71?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-71
Skechers Men's Afterburn M. Fit Wonted Loafer  ,4.6 out of 5 stars,"19,098  ",59.99,https://amazon.com/Skechers-Afterburn-Wonted-Loafer-pebble/dp/B075PF4PMC/ref=sr_1_72?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-72
Mevlzz Men's Running Shoes Air Low Top Shoes for Men Basketball Sneakers Fashion Tennis Sport Fitness Cross Trainers  ,4.1 out of 5 stars,"3,703  ",35.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08039832LFOTG57NWB3E&url=%2FMevlzz-Running-Basketball-Sneakers-Trainers%2Fdp%2FB08QGQH61N%2Fref%3Dsr_1_73_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-73-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
Ulogu Waterproof Steel Toe Shoes for Men Comfy Lightweight Non-Slip Work Safety Shoes 6-Month Warranty  ,4.0 out of 5 stars,"1,255  ",54.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A073501626681PE5QTURU&url=%2FWaterproof-Lightweight-Composite-Indestructible-Construction%2Fdp%2FB09JGD3WDJ%2Fref%3Dsr_1_74_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-74-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
SOLLBEAM Womens Original Orthotic Comfort Thong Style Flip Flops Sandals With Arch Support Heel Cup  ,4.2 out of 5 stars,"4,797  ",19.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00459196P5G3WTVRRS2&url=%2FSOLLBEAM-Original-Orthotic-Comfort-Sandals%2Fdp%2FB08N15JMHF%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Dshoes%26qid%3D1664552789%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-75-spons%26psc%3D1&qualifier=1664552789&id=849788345832719&widgetName=sp_mtf
Merrell Men's Moab 2 WTPF Hiking Shoe  ,4.5 out of 5 stars,"7,868  ",68.56,https://amazon.com/Merrell-Mens-Waterproof-Hiking-Granite/dp/B01HFNEET2/ref=sr_1_77?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-77
New Balance Men's Fresh Foam X 1080 V12 Running Shoe  ,4.7 out of 5 stars,436  ,152.0,https://amazon.com/New-Balance-Fresh-Running-Thunder/dp/B096N9734V/ref=sr_1_78?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-78
Sperry Men's Billfish 3-Eye Boat Shoe  ,4.6 out of 5 stars,"6,602  ",65.0,https://amazon.com/Sperry-Mens-Billfish-3-Eye-Boat/dp/B000EP6OUQ/ref=sr_1_79?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-79
Dockers Men’s Vargas Leather Handsewn Boat Shoe  ,4.5 out of 5 stars,"3,466  ",59.99,https://amazon.com/Dockers-Mens-Vargas-Leather-Handsewn/dp/B015GIVQE4/ref=sr_1_81?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-81
ALTRA Men's AL0A546Z Superior 5 Trail Running Shoe  ,4.4 out of 5 stars,310  ,85.0,https://amazon.com/ALTRA-AL0A546Z-Superior-Running-Mineral/dp/B09KTVMNVJ/ref=sr_1_82?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-82
Amazon Essentials Women's Casual Slip-On Canvas Flat  ,4.0 out of 5 stars,922  ,21.6,https://amazon.com/Amazon-Essentials-Womens-Casual-Sneaker/dp/B082QFN4CS/ref=sr_1_83?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-83
Body Glove Men's 3T Barefoot Cinch Water Shoe  ,4.3 out of 5 stars,"4,202  ",39.99,https://amazon.com/Body-Glove-Outdoor-Barefoot-Walking/dp/B08TZPRX1V/ref=sr_1_84?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-84
Dockers Men's Beacon Boat Shoe  ,4.4 out of 5 stars,"5,137  ",59.85,https://amazon.com/Dockers-Mens-Beacon-Shoe-Dark/dp/B07DY45J47/ref=sr_1_85?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-85
Brooks Women's Glycerin GTS 19 Supportive Running Shoe (Transcend)  ,4.6 out of 5 stars,"2,128  ",119.95,https://amazon.com/Brooks-Glycerin-Grey-Black-Atlantis/dp/B08LN2ZMZ4/ref=sr_1_86?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-86
Skechers Women's Go Walk Lite-15430 Boat Shoe  ,4.8 out of 5 stars,"3,500  ",50.42,https://amazon.com/Skechers-Performance-Womens-Coral-natural/dp/B071KLKWZT/ref=sr_1_87?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-87
Saucony Women's Guide 14 Running Shoe  ,4.6 out of 5 stars,"1,479  ",69.94,https://amazon.com/Saucony-Womens-Guide-Cherry-Medium/dp/B08RXWQRPF/ref=sr_1_88?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-88
New Balance Women's 520 V7 Running Shoe  ,4.3 out of 5 stars,"4,299  ",55.17,https://amazon.com/New-Balance-Womens-Running-Shoe/dp/B08BMWYMGR/ref=sr_1_89?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-89
New Balance Men's 623 V3 Casual Comfort Cross Trainer  ,4.6 out of 5 stars,"31,908  ",69.98,https://amazon.com/New-Balance-MX623v3-Comfort-Training/dp/B00V3MMY80/ref=sr_1_90?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-90
Rockport Men's Chranson Walking Shoe  ,4.2 out of 5 stars,"8,181  ",59.55,https://amazon.com/Rockport-Chranson-Lace-Up-Dark-Brown-Black-10/dp/B005UF9PKG/ref=sr_1_91?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-91
Steve Madden Men's Fenta Fashion Sneaker  ,4.3 out of 5 stars,"5,101  ",52.83,https://amazon.com/Steve-Madden-Fashion-Sneaker-Fabric/dp/B01LW1GHY5/ref=sr_1_92?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-92
Keds Women's Champion Canvas Sneaker  ,4.5 out of 5 stars,"23,407  ",38.48,https://amazon.com/Keds-Womens-Champion-Original-Sneaker/dp/B000EPYLGK/ref=sr_1_93?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-93
Dr. Scholl's Shoes Women's Luna Sneaker  ,4.2 out of 5 stars,"3,940  ",34.95,https://amazon.com/Dr-Scholls-Sneaker-Microfiber-Perforated/dp/B07GX9PHKN/ref=sr_1_94?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-94
Nike Men's Revolution 5 Wide Running Shoe  ,4.5 out of 5 stars,"27,425  ",56.97,https://amazon.com/Nike-Revolution-Running-White-Anthracite-Regular/dp/B07NLW79TV/ref=sr_1_95?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-95
Reebok Women's Club C Double Sneaker  ,4.6 out of 5 stars,398  ,79.95,https://amazon.com/Reebok-Womens-Double-Sneaker-White/dp/B08VC1VZR8/ref=sr_1_97?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-97
Capezio Women's 2028 Canvas Juliet Ballet Shoe  ,4.2 out of 5 stars,"1,373  ",25.11,https://amazon.com/Capezio-Womens-Canvas-Juliet-Ballet/dp/B000ACNNWA/ref=sr_1_98?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-98
"BZees Women's, Jupiter Slip-On  ",4.3 out of 5 stars,76  ,57.6,https://amazon.com/BZees-Womens-Jupiter-Slip-Black/dp/B09NNRPXVG/ref=sr_1_99?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-99
Brooks Men's Revel 5 Neutral Running Shoe  ,4.7 out of 5 stars,"1,173  ",99.95,https://amazon.com/Brooks-Revel-Black-Ebony-9-5/dp/B08R14125X/ref=sr_1_100?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-100
LifeStride Women's Minimalist Pump  ,4.1 out of 5 stars,190  ,51.85,https://amazon.com/LifeStride-Minimalist-Black/dp/B08QV8BPMJ/ref=sr_1_101?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-101
Sperry Men's Mako 2-Eye Boat Shoe  ,4.6 out of 5 stars,"3,947  ",98.95,https://amazon.com/Sperry-Mens-Mako-Boat-Amaretto/dp/B000J3446O/ref=sr_1_102?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-102
Bloch Dance Women's Neo-Flex Leather and Neoprene Slip On Split Sole Jazz Shoe  ,4.5 out of 5 stars,"1,990  ",45.0,https://amazon.com/Bloch-Dance-Neo-Flex-S0495L-Black/dp/B0041IXGGC/ref=sr_1_103?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-103
Capezio Women's N625 Jr. Tyette Tap Shoe  ,4.4 out of 5 stars,"2,660  ",32.5,https://amazon.com/Capezio-Womens-N625-Tyette-Patent/dp/B00394ER4E/ref=sr_1_104?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-104
ALTRA Women's AL0A4VR3 Escalante 2.5 Road Running Shoe  ,4.6 out of 5 stars,59  ,95.16,https://amazon.com/ALTRA-Womens-AL0A4VR3-Escalante-Running/dp/B082PZVSZ6/ref=sr_1_105?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-105
Bloch Women's Dansoft Full Sole Leather Ballet Slipper/Shoe Dance  ,4.4 out of 5 stars,"4,002  ",22.5,https://amazon.com/Bloch-Womens-Dansoft-Leather-Slipper/dp/B0041HYN10/ref=sr_1_106?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-106
Ryka Women's Sky Walking Shoe  ,4.3 out of 5 stars,"10,852  ",56.0,https://amazon.com/RYKA-SKY-WALK-Walking-Frost/dp/B00MF15YKI/ref=sr_1_107?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-107
Bloch Dance Women's Split Flex Character Shoe  ,4.4 out of 5 stars,696  ,109.0,https://amazon.com/Bloch-Splitflex-T-Strap-Character-Medium/dp/B0041HZ3IC/ref=sr_1_108?keywords=shoes&qid=1664552789&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-108
New Cute Shark Slippers for Women Men Anti-Slip Novelty Open Toe Slides Summer Lightweight Sole Sandals Casual Beach Shoes  ,4.5 out of 5 stars,11  ,17.98,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1MjQ0MTMxNTM2NzAzMTU6MTY2NDU1Mjc5MzpzcF9hdGZfbmV4dDoyMDAwOTE1NzM4OTk5OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FSlides-Anti-Slip-Slippers-Sandals-numeric_9_point_5%2Fdp%2FB09ZV3KJJ4%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dshoes%26qid%3D1664552793%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-97-spons%26psc%3D1
"Good Luck Sock Women's Squirrels Socks, Adult  ",4.8 out of 5 stars,875  ,10.95,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1MjQ0MTMxNTM2NzAzMTU6MTY2NDU1Mjc5MzpzcF9hdGZfbmV4dDoyMDAwMTEwNDEyNjQ5NzE6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FGood-Luck-Sock-Woodland-Squirrel%2Fdp%2FB07PW9WTC4%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dshoes%26qid%3D1664552793%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-98-spons%26psc%3D1
Pocket Socks Mens Zip  ,4.6 out of 5 stars,57  ,39.95,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1MjQ0MTMxNTM2NzAzMTU6MTY2NDU1Mjc5MzpzcF9hdGZfbmV4dDoyMDAwNjIzODA1MjUyOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPocket-Socks-Zip-Gear-3-Pack%2Fdp%2FB06XB12DFK%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dshoes%26qid%3D1664552793%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-99-spons%26psc%3D1%26smid%3DA1EBC2RW8LC9LC
WYGRQBN Mens Tennis Gym Shoes Running Walking Outside Jogging Sports Lightweight Breathable Slip on Shoes Casual Fashion Sneakers  ,4.2 out of 5 stars,28  ,35.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1MjQ0MTMxNTM2NzAzMTU6MTY2NDU1Mjc5MzpzcF9hdGZfbmV4dDoyMDAwOTAyNDA2NzE0OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FWYGRQBN-Running-Lightweight-Breathable-Sneakers%2Fdp%2FB0B7VYM8GL%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dshoes%26qid%3D1664552793%26qu%3DeyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%253D%253D%26sr%3D8-100-spons%26psc%3D1
"NIKE Men's Tanjun Sneakers, Breathable Textile Uppers and Comfortable Lightweight Cushioning  ",4.6 out of 5 stars,"19,721  ",87.99,https://amazon.com/NIKE-Tanjun-Running-Sneaker-Black-Anthracite/dp/B00XWNW11I/ref=sr_1_101?keywords=shoes&qid=1664552793&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-101
Brooks Ghost 14 Women's Neutral Running Shoe  ,4.7 out of 5 stars,"14,272  ",109.95,https://amazon.com/Brooks-Ghost-Womens-Neutral-Running/dp/B095QPDLB2/ref=sr_1_102?keywords=shoes&qid=1664552793&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-102
Bloch Dance Women's Super Jazz Leather and Elastic Slip On Jazz Shoe  ,4.7 out of 5 stars,"2,049  ",43.0,https://amazon.com/Bloch-Womens-Super-Jazz-Shoe/dp/B0002UUG8E/ref=sr_1_103?keywords=shoes&qid=1664552793&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-103
Saucony Women's Guide 14 Running Shoe  ,4.6 out of 5 stars,"1,479  ",69.94,https://amazon.com/Saucony-Womens-Guide-Cherry-Medium/dp/B08RXWQRPF/ref=sr_1_104?keywords=shoes&qid=1664552793&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-104
Maichal Loafers for Women Slip On Leather Comfort Rubber Sole Flats Shoes  ,4.0 out of 5 stars,"2,118  ",40.88,https://amazon.com/Maichal-Loafers-Comfort-Classic-Moccasins/dp/B08NZJWVBZ/ref=sr_1_107?keywords=shoes&qid=1664552793&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-107
Dexter Womens Raquel V Bowling Shoes  ,4.5 out of 5 stars,"1,588  ",54.95,https://amazon.com/Dexter-Womens-Raquel-Bowling-Shoes/dp/B07D3BM9NM/ref=sr_1_108?keywords=shoes&qid=1664552793&qu=eyJxc2MiOiIxMy45NyIsInFzYSI6IjEzLjQ0IiwicXNwIjoiMTIuNTEifQ%3D%3D&sr=8-108
