product,rating,rating count,price,product url
"Sauder North Avenue Coffee Table, Charter Oak finish  ",4.6 out of 5 stars,"3,586  ",69.02,https://amazon.com/Sauder-420275-North-Avenue-Coffee/dp/B01K6PLW4Q/ref=sr_1_28?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-28
"Amazon Basics Classic TV Dinner Folding Trays with Storage Rack - 4-Pack, Black  ",4.4 out of 5 stars,"17,155  ",58.06,https://amazon.com/AmazonBasics-Classic-Dinner-Snack-Table/dp/B07MDJNF6R/ref=sr_1_29?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-29
"Winsome Wood Groveland Dining, Walnut  ",4.6 out of 5 stars,"1,525  ",101.58,https://amazon.com/Winsome-Wood-94035-Groveland-Dining/dp/B003QCJHK8/ref=sr_1_30?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-30
"SANODESK Office Computer Desk 63 inch Study Writing Table Desk for Home Office, Gaming Computer Desk with Headphone Hook, Modern Simple Style, Black  ",4.4 out of 5 stars,67  ,139.99,https://amazon.com/SANODESK-Office-Computer-Writing-Headphone/dp/B0B62LRJDB/ref=sr_1_31?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-31
"ALLOSWELL Console Table with Power Outlet, 55.1"" Narrow Sofa Table, Industrial Entryway Table with USB Ports, Behind Couch Table for Entryway, Hallway, Foyer, Living Room, Bedroom CTHR141E01  ",4.7 out of 5 stars,63  ,75.99,https://amazon.com/ALLOSWELL-Console-Industrial-Entryway-CTHR141E01/dp/B0B2VP48NR/ref=sr_1_32?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-32
"Homieasy End Table with Charging Station, 20 Inch Square Side Table with USB Ports & Power Outlets, Black Nightstand with 2-Tier Storage Shelf, Mini Fridge Stand for Small Spaces, Black  ",4.7 out of 5 stars,760  ,79.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A10124632T1N2D16B384O&url=%2FHomieasy-Charging-Station-Outlets-Nightstand%2Fdp%2FB0B28RFXNQ%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dtable%26qid%3D1664552487%26qu%3DeyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%253D%253D%26sr%3D8-33-spons%26psc%3D1%26smid%3DACPL3DNKZAJPG&qualifier=1664552487&id=6155585777833010&widgetName=sp_mtf
"Ecoprsio White Nightstand Set of 2 with Charging Station, Modern Nightstands Bedside Table with Storage Drawer and Shelf, Small End Table with USB Ports & Power Outlets for Bedroom, Living Room  ",4.6 out of 5 stars,233  ,145.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03363103BJ3MVY2RD49B&url=%2FEcoprsio-Nightstand-Charging-Station-Nightstands%2Fdp%2FB09WYP5BZN%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dtable%26qid%3D1664552487%26qu%3DeyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%253D%253D%26sr%3D8-34-spons%26psc%3D1%26smid%3DA2CHAUITUGRDCV&qualifier=1664552487&id=6155585777833010&widgetName=sp_mtf
"End Table,2 Layer Coffee Table Modern Minimalist Side Table for Living Room(Size:19.7inch,Color:White)  ",2.2 out of 5 stars,8  ,189.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09598164X84SD78OMS3&url=%2FTable-Coffee-Modern-Minimalist-Living%2Fdp%2FB09SHY8JXX%2Fref%3Dsr_1_35_sspa%3Fkeywords%3Dtable%26qid%3D1664552487%26qu%3DeyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%253D%253D%26sr%3D8-35-spons%26psc%3D1&qualifier=1664552487&id=6155585777833010&widgetName=sp_mtf
"Ecoprsio Computer Desk, 47 Inch Small Desk for Small Space, Modern Study Writing Desk with Storage Shelves, Reversible PC Table for Home Office, Gaming Room, Bedroom, Workstation, Grey and Black  ",4.4 out of 5 stars,368  ,119.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01150531FI7G0X6XLD2L&url=%2FEcoprsio-Computer-Writing-Reversible-Workstation%2Fdp%2FB09MQ9J29T%2Fref%3Dsr_1_36_sspa%3Fkeywords%3Dtable%26qid%3D1664552487%26qu%3DeyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%253D%253D%26sr%3D8-36-spons%26psc%3D1&qualifier=1664552487&id=6155585777833010&widgetName=sp_mtf
"HOOBRO End Table, Nightstand with 2-Layer Storage Shelves, Side Table for Small Spaces, Living Room, Entryway, Farmhouse Industrial Style, Stable Frame, Easy Assembly, Rustic Brown BF09BZ01  ",4.5 out of 5 stars,202  ,26.99,https://amazon.com/HOOBRO-Nightstand-Entryway-Farmhouse-Industrial/dp/B09MTGKK9R/ref=sr_1_37?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-37
